0.0	0.996	0.56	0.717	0.606	0.338	0.996	0.216
0.01	0.991	0.579	0.731	0.635	0.384	0.991	0.279
0.02	0.987	0.589	0.737	0.647	0.402	0.987	0.308
0.03	0.984	0.595	0.742	0.657	0.415	0.984	0.329
0.04	0.982	0.601	0.745	0.664	0.425	0.982	0.346
0.05	0.979	0.606	0.748	0.67	0.432	0.979	0.361
0.06	0.976	0.61	0.75	0.675	0.439	0.976	0.373
0.07	0.974	0.614	0.753	0.68	0.445	0.974	0.385
0.08	0.972	0.618	0.755	0.684	0.452	0.972	0.396
0.09	0.971	0.621	0.757	0.688	0.457	0.971	0.406
0.1	0.969	0.624	0.759	0.692	0.462	0.969	0.415
0.11	0.967	0.627	0.761	0.695	0.466	0.967	0.424
0.12	0.964	0.63	0.762	0.698	0.47	0.964	0.432
0.13	0.962	0.633	0.764	0.702	0.474	0.962	0.441
0.14	0.96	0.636	0.765	0.704	0.476	0.96	0.449
0.15	0.958	0.639	0.766	0.707	0.479	0.958	0.456
0.16	0.955	0.641	0.767	0.71	0.482	0.955	0.464
0.17	0.953	0.644	0.768	0.712	0.485	0.953	0.471
0.18	0.951	0.646	0.769	0.714	0.488	0.951	0.478
0.19	0.949	0.649	0.77	0.716	0.49	0.949	0.484
0.2	0.946	0.651	0.771	0.718	0.492	0.946	0.491
0.21	0.944	0.653	0.772	0.72	0.494	0.944	0.497
0.22	0.941	0.656	0.772	0.722	0.495	0.941	0.504
0.23	0.938	0.658	0.773	0.724	0.497	0.938	0.51
0.24	0.935	0.66	0.773	0.725	0.498	0.935	0.516
0.25	0.932	0.662	0.774	0.727	0.499	0.932	0.522
0.26	0.929	0.664	0.774	0.729	0.501	0.929	0.528
0.27	0.926	0.667	0.775	0.73	0.502	0.926	0.535
0.28	0.922	0.669	0.775	0.732	0.503	0.922	0.541
0.29	0.919	0.671	0.775	0.733	0.504	0.919	0.547
0.3	0.916	0.674	0.776	0.735	0.505	0.916	0.554
0.31	0.912	0.676	0.776	0.736	0.506	0.912	0.56
0.32	0.909	0.678	0.776	0.737	0.507	0.909	0.566
0.33	0.905	0.68	0.776	0.738	0.507	0.905	0.572
0.34	0.901	0.682	0.776	0.739	0.507	0.901	0.577
0.35	0.897	0.684	0.775	0.74	0.507	0.897	0.583
0.36	0.893	0.686	0.775	0.741	0.507	0.893	0.588
0.37	0.888	0.688	0.775	0.741	0.507	0.888	0.595
0.38	0.883	0.69	0.774	0.742	0.506	0.883	0.601
0.39	0.877	0.692	0.772	0.742	0.504	0.877	0.606
0.4	0.871	0.693	0.771	0.741	0.502	0.871	0.612
0.41	0.864	0.695	0.77	0.741	0.5	0.864	0.618
0.42	0.858	0.697	0.768	0.741	0.498	0.858	0.624
0.43	0.851	0.698	0.766	0.74	0.495	0.851	0.63
0.44	0.843	0.7	0.764	0.74	0.492	0.843	0.636
0.45	0.836	0.702	0.762	0.739	0.49	0.836	0.643
0.46	0.827	0.704	0.76	0.739	0.487	0.827	0.65
0.47	0.819	0.706	0.757	0.738	0.484	0.819	0.657
0.48	0.811	0.708	0.755	0.737	0.481	0.811	0.663
0.49	0.802	0.71	0.752	0.736	0.478	0.802	0.669
0.5	0.794	0.712	0.749	0.735	0.475	0.794	0.676
0.51	0.784	0.713	0.746	0.733	0.471	0.784	0.682
0.52	0.775	0.715	0.743	0.732	0.467	0.775	0.688
0.53	0.765	0.716	0.739	0.73	0.462	0.765	0.694
0.54	0.755	0.718	0.734	0.727	0.457	0.755	0.7
0.55	0.744	0.719	0.729	0.725	0.452	0.744	0.706
