0.0	0.995	0.606	0.751	0.672	0.45	0.995	0.35
0.01	0.993	0.625	0.765	0.697	0.488	0.993	0.402
0.02	0.991	0.632	0.771	0.706	0.501	0.991	0.422
0.03	0.99	0.638	0.774	0.713	0.51	0.99	0.436
0.04	0.988	0.642	0.777	0.718	0.518	0.988	0.448
0.05	0.987	0.646	0.779	0.722	0.523	0.987	0.458
0.06	0.986	0.649	0.782	0.726	0.529	0.986	0.466
0.07	0.985	0.653	0.783	0.729	0.533	0.985	0.474
0.08	0.984	0.655	0.785	0.732	0.537	0.984	0.482
0.09	0.982	0.658	0.787	0.735	0.541	0.982	0.488
0.1	0.981	0.661	0.788	0.738	0.544	0.981	0.495
0.11	0.98	0.663	0.789	0.74	0.547	0.98	0.501
0.12	0.979	0.665	0.791	0.742	0.55	0.979	0.506
0.13	0.977	0.668	0.792	0.744	0.552	0.977	0.512
0.14	0.975	0.67	0.793	0.746	0.554	0.975	0.518
0.15	0.974	0.672	0.794	0.748	0.556	0.974	0.523
0.16	0.972	0.674	0.794	0.75	0.558	0.972	0.528
0.17	0.97	0.676	0.795	0.752	0.56	0.97	0.534
0.18	0.968	0.678	0.796	0.753	0.561	0.968	0.539
0.19	0.966	0.68	0.796	0.755	0.562	0.966	0.543
0.2	0.964	0.681	0.797	0.756	0.563	0.964	0.548
0.21	0.961	0.683	0.797	0.757	0.564	0.961	0.553
0.22	0.959	0.685	0.798	0.758	0.564	0.959	0.558
0.23	0.956	0.687	0.798	0.759	0.564	0.956	0.563
0.24	0.953	0.688	0.798	0.76	0.564	0.953	0.568
0.25	0.95	0.69	0.798	0.761	0.564	0.95	0.572
0.26	0.947	0.692	0.798	0.761	0.564	0.947	0.577
0.27	0.944	0.693	0.798	0.762	0.563	0.944	0.581
0.28	0.94	0.695	0.797	0.763	0.563	0.94	0.586
0.29	0.937	0.696	0.797	0.763	0.562	0.937	0.591
0.3	0.933	0.698	0.797	0.763	0.561	0.933	0.595
0.31	0.929	0.699	0.796	0.764	0.559	0.929	0.6
0.32	0.924	0.701	0.795	0.764	0.558	0.924	0.605
