0.0	1.0	0.5	0.665	0.5	0.0	1.0	0.0
0.01	0.998	0.751	0.856	0.833	0.706	0.998	0.668
0.02	0.996	0.764	0.864	0.844	0.722	0.996	0.692
0.03	0.994	0.769	0.866	0.847	0.727	0.994	0.701
0.04	0.992	0.772	0.867	0.849	0.728	0.992	0.706
0.05	0.99	0.773	0.868	0.85	0.729	0.99	0.709
0.06	0.989	0.775	0.868	0.85	0.729	0.989	0.712
0.07	0.987	0.776	0.867	0.85	0.728	0.987	0.714
0.08	0.985	0.776	0.867	0.85	0.728	0.985	0.715
0.09	0.983	0.777	0.867	0.85	0.727	0.983	0.717
0.1	0.982	0.778	0.867	0.85	0.726	0.982	0.718
0.11	0.98	0.778	0.866	0.85	0.725	0.98	0.72
0.12	0.978	0.779	0.866	0.849	0.724	0.978	0.721
0.13	0.977	0.779	0.866	0.849	0.723	0.977	0.722
0.14	0.975	0.78	0.865	0.849	0.722	0.975	0.723
0.15	0.973	0.78	0.865	0.849	0.721	0.973	0.725
0.16	0.972	0.781	0.865	0.849	0.72	0.972	0.726
0.17	0.97	0.781	0.864	0.848	0.719	0.97	0.727
0.18	0.969	0.781	0.864	0.848	0.718	0.969	0.728
0.19	0.967	0.782	0.863	0.848	0.717	0.967	0.729
0.2	0.965	0.782	0.863	0.848	0.716	0.965	0.73
0.21	0.963	0.782	0.862	0.847	0.714	0.963	0.731
0.22	0.962	0.783	0.862	0.847	0.713	0.962	0.732
0.23	0.96	0.783	0.861	0.846	0.712	0.96	0.733
0.24	0.958	0.783	0.861	0.846	0.711	0.958	0.734
0.25	0.956	0.784	0.86	0.845	0.709	0.956	0.735
0.26	0.955	0.784	0.86	0.845	0.708	0.955	0.736
0.27	0.953	0.784	0.859	0.845	0.707	0.953	0.737
0.28	0.951	0.785	0.859	0.844	0.706	0.951	0.738
0.29	0.949	0.785	0.858	0.844	0.704	0.949	0.739
0.3	0.947	0.785	0.857	0.843	0.703	0.947	0.74
0.31	0.946	0.786	0.857	0.843	0.702	0.946	0.741
0.32	0.944	0.786	0.856	0.843	0.7	0.944	0.742
0.33	0.942	0.786	0.855	0.842	0.699	0.942	0.743
0.34	0.94	0.786	0.855	0.842	0.698	0.94	0.744
0.35	0.938	0.787	0.854	0.841	0.696	0.938	0.745
0.36	0.936	0.787	0.854	0.84	0.695	0.936	0.746
0.37	0.934	0.787	0.853	0.84	0.693	0.934	0.747
0.38	0.932	0.788	0.852	0.839	0.692	0.932	0.748
0.39	0.93	0.788	0.851	0.839	0.69	0.93	0.749
0.4	0.928	0.788	0.851	0.838	0.689	0.928	0.75
0.41	0.926	0.788	0.85	0.838	0.687	0.926	0.751
0.42	0.923	0.789	0.849	0.837	0.686	0.923	0.752
0.43	0.921	0.789	0.848	0.837	0.684	0.921	0.753
0.44	0.919	0.789	0.848	0.836	0.682	0.919	0.754
0.45	0.917	0.79	0.847	0.835	0.681	0.917	0.755
0.46	0.915	0.79	0.846	0.835	0.679	0.915	0.756
0.47	0.912	0.79	0.845	0.834	0.678	0.912	0.757
0.48	0.91	0.791	0.844	0.834	0.676	0.91	0.758
0.49	0.907	0.791	0.843	0.833	0.674	0.907	0.759
0.5	0.905	0.791	0.843	0.832	0.673	0.905	0.761
0.51	0.902	0.792	0.842	0.832	0.671	0.902	0.762
0.52	0.9	0.792	0.841	0.831	0.669	0.9	0.763
0.53	0.897	0.792	0.84	0.83	0.668	0.897	0.764
0.54	0.895	0.793	0.839	0.829	0.666	0.895	0.765
0.55	0.892	0.793	0.838	0.828	0.664	0.892	0.766
0.56	0.889	0.793	0.837	0.828	0.662	0.889	0.767
0.57	0.886	0.794	0.835	0.827	0.66	0.886	0.769
0.58	0.883	0.794	0.834	0.826	0.658	0.883	0.77
0.59	0.88	0.794	0.833	0.825	0.655	0.88	0.771
0.6	0.877	0.795	0.832	0.824	0.653	0.877	0.773
0.61	0.874	0.795	0.831	0.823	0.651	0.874	0.774
0.62	0.87	0.795	0.829	0.822	0.649	0.87	0.775
0.63	0.867	0.796	0.828	0.821	0.647	0.867	0.777
0.64	0.864	0.796	0.826	0.82	0.645	0.864	0.778
0.65	0.86	0.797	0.825	0.819	0.642	0.86	0.78
0.66	0.857	0.797	0.824	0.818	0.64	0.857	0.781
0.67	0.853	0.797	0.822	0.817	0.637	0.853	0.782
0.68	0.849	0.798	0.82	0.816	0.635	0.849	0.784
0.69	0.845	0.798	0.819	0.815	0.632	0.845	0.786
0.7	0.84	0.799	0.817	0.813	0.629	0.84	0.787
0.71	0.836	0.799	0.815	0.812	0.627	0.836	0.789
0.72	0.831	0.8	0.813	0.81	0.623	0.831	0.791
0.73	0.826	0.8	0.811	0.809	0.62	0.826	0.793
0.74	0.821	0.801	0.809	0.807	0.617	0.821	0.795
0.75	0.816	0.801	0.806	0.806	0.614	0.816	0.797
0.76	0.81	0.802	0.803	0.804	0.61	0.81	0.799
0.77	0.804	0.802	0.801	0.802	0.606	0.804	0.801
0.78	0.798	0.803	0.798	0.8	0.602	0.798	0.804
0.79	0.792	0.804	0.795	0.798	0.598	0.792	0.806
0.8	0.785	0.804	0.792	0.796	0.594	0.785	0.808
0.81	0.778	0.805	0.788	0.793	0.59	0.778	0.811
0.82	0.77	0.806	0.785	0.791	0.585	0.77	0.814
0.83	0.762	0.807	0.781	0.788	0.58	0.762	0.817
0.84	0.753	0.808	0.776	0.785	0.575	0.753	0.82
0.85	0.743	0.808	0.771	0.782	0.568	0.743	0.823
0.86	0.732	0.809	0.766	0.778	0.562	0.732	0.827
0.87	0.721	0.81	0.76	0.775	0.556	0.721	0.83
0.88	0.708	0.811	0.753	0.77	0.548	0.708	0.834
0.89	0.695	0.812	0.745	0.766	0.54	0.695	0.839
0.9	0.679	0.814	0.736	0.76	0.531	0.679	0.843
0.91	0.662	0.815	0.726	0.754	0.521	0.662	0.849
0.92	0.642	0.816	0.714	0.747	0.509	0.642	0.855
0.93	0.62	0.818	0.701	0.74	0.497	0.62	0.861
0.94	0.593	0.82	0.683	0.73	0.481	0.593	0.869
0.95	0.561	0.822	0.661	0.718	0.463	0.561	0.877
0.96	0.522	0.825	0.633	0.704	0.441	0.522	0.888
0.97	0.47	0.828	0.592	0.685	0.412	0.47	0.901
0.98	0.396	0.831	0.527	0.656	0.369	0.396	0.919
0.99	0.275	0.838	0.403	0.609	0.296	0.275	0.946
1.0	0.0	0.0	0.0	0.5	0.0	0.0	1.0
0.882
