0.0	1.0	0.543	0.704	0.579	0.291	1.0	0.159
0.01	1.0	0.588	0.74	0.648	0.416	1.0	0.296
0.02	1.0	0.603	0.753	0.671	0.453	1.0	0.342
0.03	1.0	0.613	0.76	0.684	0.475	1.0	0.368
0.04	1.0	0.622	0.767	0.695	0.492	1.0	0.39
0.05	1.0	0.629	0.772	0.704	0.506	1.0	0.408
0.06	1.0	0.635	0.777	0.712	0.518	1.0	0.424
0.07	1.0	0.641	0.781	0.719	0.529	1.0	0.438
0.08	1.0	0.646	0.785	0.726	0.54	1.0	0.452
0.09	1.0	0.652	0.789	0.732	0.549	1.0	0.465
0.1	0.999	0.657	0.793	0.738	0.558	0.999	0.477
0.11	0.999	0.662	0.796	0.744	0.567	0.999	0.489
0.12	0.998	0.667	0.8	0.75	0.576	0.998	0.501
0.13	0.998	0.673	0.803	0.755	0.584	0.998	0.512
0.14	0.998	0.678	0.807	0.761	0.593	0.998	0.524
0.15	0.997	0.683	0.811	0.767	0.601	0.997	0.536
0.16	0.997	0.689	0.814	0.772	0.609	0.997	0.547
0.17	0.996	0.694	0.818	0.777	0.617	0.996	0.559
0.18	0.996	0.699	0.821	0.782	0.624	0.996	0.569
0.19	0.995	0.703	0.824	0.787	0.631	0.995	0.578
0.2	0.994	0.708	0.827	0.791	0.637	0.994	0.588
0.21	0.993	0.712	0.829	0.795	0.643	0.993	0.596
0.22	0.992	0.716	0.831	0.798	0.647	0.992	0.604
0.23	0.991	0.72	0.834	0.802	0.652	0.991	0.612
0.24	0.99	0.724	0.836	0.805	0.658	0.99	0.621
0.25	0.989	0.728	0.838	0.809	0.663	0.989	0.629
0.26	0.987	0.732	0.84	0.812	0.667	0.987	0.637
0.27	0.986	0.736	0.842	0.815	0.671	0.986	0.644
0.28	0.985	0.739	0.844	0.818	0.675	0.985	0.651
0.29	0.983	0.743	0.846	0.821	0.679	0.983	0.659
0.3	0.982	0.747	0.848	0.824	0.683	0.982	0.666
0.31	0.98	0.75	0.849	0.826	0.686	0.98	0.672
0.32	0.978	0.754	0.851	0.828	0.689	0.978	0.679
0.33	0.976	0.757	0.852	0.831	0.692	0.976	0.685
0.34	0.974	0.76	0.854	0.833	0.694	0.974	0.691
0.35	0.972	0.764	0.855	0.835	0.697	0.972	0.697
0.36	0.969	0.767	0.856	0.836	0.698	0.969	0.703
0.37	0.966	0.77	0.857	0.838	0.7	0.966	0.709
0.38	0.963	0.773	0.857	0.839	0.701	0.963	0.715
0.39	0.96	0.775	0.857	0.84	0.702	0.96	0.72
0.4	0.957	0.778	0.858	0.841	0.702	0.957	0.725
0.41	0.954	0.78	0.858	0.842	0.702	0.954	0.73
0.42	0.95	0.782	0.858	0.842	0.702	0.95	0.734
0.43	0.946	0.785	0.857	0.842	0.701	0.946	0.739
0.44	0.942	0.786	0.857	0.842	0.699	0.942	0.743
0.45	0.937	0.788	0.855	0.842	0.697	0.937	0.746
0.46	0.932	0.79	0.854	0.841	0.695	0.932	0.75
0.47	0.927	0.791	0.853	0.84	0.692	0.927	0.753
0.48	0.921	0.793	0.852	0.839	0.689	0.921	0.757
0.49	0.916	0.794	0.85	0.838	0.686	0.916	0.76
0.5	0.91	0.795	0.848	0.837	0.683	0.91	0.764
0.51	0.904	0.797	0.846	0.836	0.679	0.904	0.767
0.52	0.898	0.798	0.844	0.834	0.676	0.898	0.771
0.53	0.891	0.8	0.842	0.833	0.672	0.891	0.774
0.54	0.885	0.801	0.84	0.831	0.668	0.885	0.778
0.55	0.877	0.802	0.837	0.83	0.664	0.877	0.782
0.56	0.869	0.804	0.834	0.827	0.658	0.869	0.786
0.57	0.86	0.805	0.83	0.825	0.652	0.86	0.789
0.58	0.851	0.806	0.827	0.822	0.647	0.851	0.793
0.59	0.84	0.807	0.822	0.819	0.639	0.84	0.797
0.6	0.829	0.808	0.817	0.815	0.632	0.829	0.801
0.61	0.818	0.81	0.812	0.811	0.625	0.818	0.806
0.62	0.804	0.811	0.806	0.807	0.616	0.804	0.81
0.63	0.791	0.812	0.8	0.803	0.607	0.791	0.815
0.64	0.774	0.813	0.792	0.797	0.596	0.774	0.819
0.65	0.758	0.814	0.783	0.791	0.585	0.758	0.824
0.66	0.74	0.815	0.774	0.785	0.574	0.74	0.83
0.67	0.722	0.816	0.764	0.778	0.562	0.722	0.835
0.68	0.703	0.818	0.754	0.772	0.551	0.703	0.841
0.69	0.682	0.818	0.742	0.764	0.538	0.682	0.846
0.7	0.661	0.82	0.729	0.756	0.524	0.661	0.852
0.71	0.638	0.821	0.715	0.748	0.51	0.638	0.858
0.72	0.612	0.822	0.699	0.738	0.495	0.612	0.865
0.73	0.585	0.822	0.681	0.728	0.478	0.585	0.871
0.74	0.558	0.823	0.662	0.718	0.462	0.558	0.878
0.75	0.529	0.825	0.641	0.707	0.445	0.529	0.885
0.76	0.499	0.825	0.618	0.696	0.427	0.499	0.892
0.77	0.47	0.826	0.595	0.684	0.409	0.47	0.899
0.78	0.438	0.826	0.568	0.672	0.391	0.438	0.906
0.79	0.406	0.826	0.54	0.659	0.371	0.406	0.913
0.8	0.372	0.825	0.508	0.646	0.35	0.372	0.92
0.81	0.338	0.825	0.474	0.633	0.328	0.338	0.927
0.82	0.303	0.824	0.437	0.619	0.306	0.303	0.934
0.83	0.269	0.823	0.4	0.605	0.284	0.269	0.941
0.84	0.235	0.821	0.359	0.592	0.259	0.235	0.948
0.85	0.202	0.819	0.317	0.578	0.236	0.202	0.955
0.86	0.171	0.822	0.277	0.566	0.214	0.171	0.961
0.87	0.142	0.823	0.236	0.555	0.192	0.142	0.968
0.88	0.116	0.822	0.198	0.545	0.171	0.116	0.974
0.89	0.093	0.813	0.162	0.536	0.15	0.093	0.979
0.9	0.071	0.795	0.126	0.527	0.127	0.071	0.984
0.91	0.052	0.766	0.094	0.52	0.105	0.052	0.989
0.92	0.035	0.689	0.065	0.514	0.081	0.035	0.992
0.93	0.022	0.59	0.042	0.509	0.06	0.022	0.995
0.94	0.012	0.438	0.024	0.505	0.039	0.012	0.997
0.95	0.006	0.289	0.012	0.502	0.022	0.006	0.999
0.96	0.002	0.145	0.005	0.501	0.01	0.002	0.999
0.97	0.001	0.046	0.001	0.5	0.003	0.001	1.0
0.98	0.0	0.003	0.0	0.5	0.0	0.0	1.0
0.99	0.0	0.0	0.0	0.5	0.0	0.0	1.0
1.0	0.0	0.0	0.0	0.5	0.0	0.0	1.0
0.88
